AREA,SUB AREA,AGE GROUP,SEASON,WEEK,THRESHOLD,BASELINE,PERCENT P&I,PERCENT PIC,NUM INFLUENZA DEATHS,NUM PNEUMONIA DEATHS,NUM COVID-19 DEATHS,TOTAL PIC,TOTAL DEATHS,PERCENT COMPLETE
Region,Region 2,All,2015-16,7,8.8,8.3,8.4,8.4,8,377,0,385,"4,561",> 100%
Region,Region 2,All,2015-16,8,8.8,8.3,8.9,8.9,10,401,0,411,"4,602",> 100%
Region,Region 2,All,2015-16,9,8.8,8.2,8.4,8.4,19,375,0,394,"4,713",> 100%
Region,Region 2,All,2015-16,10,8.7,8.2,8.7,8.7,23,390,0,413,"4,768",> 100%
Region,Region 2,All,2015-16,11,8.7,8.2,8.5,8.5,43,345,0,388,"4,572",> 100%
Region,Region 2,All,2015-16,12,8.6,8.1,8.7,8.7,24,383,0,407,"4,685",> 100%
Region,Region 2,All,2015-16,13,8.5,8,8,8,23,331,0,354,"4,428",> 100%
Region,Region 2,All,2015-16,14,8.5,7.9,8.3,8.3,21,346,0,367,"4,437",> 100%
Region,Region 2,All,2015-16,15,8.4,7.8,9,9,33,371,0,404,"4,500",> 100%
Region,Region 2,All,2015-16,16,8.3,7.7,7.4,7.4,12,318,0,330,"4,473",> 100%
Region,Region 2,All,2015-16,17,8.1,7.6,7,7,10,289,0,299,"4,262",98%
Region,Region 2,All,2015-16,18,8,7.5,7.2,7.2,10,294,0,304,"4,218",97%
Region,Region 2,All,2015-16,19,7.9,7.4,6.9,6.9,11,277,0,288,"4,153",95.5%
Region,Region 2,All,2015-16,20,7.8,7.3,6.9,6.9,1,284,0,285,"4,157",95.6%
Region,Region 2,All,2015-16,21,7.7,7.2,7.1,7.1,3,297,0,300,"4,240",97.5%
Region,Region 2,All,2015-16,22,7.5,7,6.4,6.4,1,253,0,254,"3,942",90.6%
Region,Region 2,All,2015-16,23,7.4,6.9,6.8,6.8,2,264,0,266,"3,926",90.3%
Region,Region 2,All,2015-16,24,7.3,6.8,6.2,6.2,3,263,0,266,"4,314",99.2%
Region,Region 2,All,2015-16,25,7.2,6.7,6.3,6.3,0,256,0,256,"4,055",93.2%
Region,Region 2,All,2015-16,26,7.1,6.6,6.5,6.5,0,264,0,264,"4,042",92.9%
Region,Region 2,All,2015-16,27,7,6.5,6.8,6.8,1,284,0,285,"4,188",96.3%
Region,Region 2,All,2015-16,28,6.9,6.4,6.4,6.4,0,254,0,254,"3,972",91.3%
Region,Region 2,All,2015-16,29,6.9,6.4,6.1,6.1,0,245,0,245,"3,992",91.8%
Region,Region 2,All,2015-16,30,6.8,6.3,6.3,6.3,1,260,0,261,"4,141",95.2%
Region,Region 2,All,2015-16,31,6.8,6.3,5.8,5.8,0,238,0,238,"4,080",93.8%
Region,Region 2,All,2015-16,32,6.8,6.2,6.4,6.4,0,263,0,263,"4,098",94.2%
Region,Region 2,All,2015-16,33,6.7,6.2,6.1,6.1,0,250,0,250,"4,122",94.8%
Region,Region 2,All,2015-16,34,6.7,6.2,6.3,6.3,0,256,0,256,"4,086",93.9%
Region,Region 2,All,2015-16,35,6.8,6.2,6.7,6.7,0,272,0,272,"4,045",93%
Region,Region 2,All,2015-16,36,6.8,6.3,5.6,5.6,0,232,0,232,"4,115",94.6%
Region,Region 2,All,2015-16,37,6.8,6.3,6.4,6.4,0,259,0,259,"4,060",93.3%
Region,Region 2,All,2015-16,38,6.9,6.4,5.9,5.9,0,237,0,237,"4,033",92.7%
Region,Region 2,All,2015-16,39,7,6.5,6.2,6.2,1,257,0,258,"4,147",95.3%
Region,Region 3,All,2015-16,40,6.3,5.7,5.9,5.9,1,320,0,321,"5,396",98.8%
Region,Region 3,All,2015-16,41,6.3,5.8,6.4,6.4,0,330,0,330,"5,183",94.9%
Region,Region 3,All,2015-16,42,6.4,5.9,5.3,5.3,0,280,0,280,"5,266",96.4%
Region,Region 3,All,2015-16,43,6.5,6,5.5,5.5,4,289,0,293,"5,372",98.4%
Region,Region 3,All,2015-16,44,6.6,6.1,6.4,6.4,2,344,0,346,"5,412",99.1%
Region,Region 3,All,2015-16,45,6.7,6.2,5.7,5.7,2,292,0,294,"5,158",94.5%
Region,Region 3,All,2015-16,46,6.8,6.3,6.6,6.6,1,346,0,347,"5,284",96.8%
Region,Region 3,All,2015-16,47,7,6.4,6.3,6.3,3,327,0,330,"5,278",96.7%
Region,Region 3,All,2015-16,48,7.1,6.5,6.1,6.1,2,325,0,327,"5,346",97.9%
Region,Region 3,All,2015-16,49,7.2,6.6,6.1,6.1,4,328,0,332,"5,432",99.5%
Region,Region 3,All,2015-16,50,7.3,6.7,6.8,6.8,1,360,0,361,"5,327",97.6%
Region,Region 3,All,2015-16,51,7.4,6.8,6.3,6.3,1,346,0,347,"5,487",> 100%
Region,Region 3,All,2015-16,52,7.5,6.9,6.6,6.6,3,343,0,346,"5,271",96.5%
Region,Region 3,All,2015-16,1,7.5,7,6.6,6.6,1,377,0,378,"5,707",> 100%
Region,Region 3,All,2015-16,2,7.6,7.1,7.9,7.9,4,453,0,457,"5,801",> 100%
Region,Region 3,All,2015-16,3,7.7,7.1,6.6,6.6,1,378,0,379,"5,756",> 100%
Region,Region 3,All,2015-16,4,7.7,7.2,7.2,7.2,2,426,0,428,"5,942",> 100%
Region,Region 3,All,2015-16,5,7.8,7.2,7.1,7.1,4,404,0,408,"5,735",> 100%
Region,Region 3,All,2015-16,6,7.8,7.2,6.3,6.3,3,355,0,358,"5,638",> 100%
Region,Region 3,All,2015-16,7,7.8,7.2,6.2,6.2,7,351,0,358,"5,790",> 100%
Region,Region 3,All,2015-16,8,7.8,7.2,7,7,5,388,0,393,"5,650",> 100%
Region,Region 3,All,2015-16,9,7.8,7.2,7.4,7.4,14,408,0,422,"5,726",> 100%
Region,Region 3,All,2015-16,10,7.7,7.2,7.7,7.7,19,440,0,459,"5,949",> 100%
Region,Region 3,All,2015-16,11,7.7,7.1,7.2,7.2,28,377,0,405,"5,628",> 100%
Region,Region 3,All,2015-16,12,7.6,7.1,9,9,37,468,0,505,"5,588",> 100%
Region,Region 3,All,2015-16,13,7.6,7,7.4,7.4,28,388,0,416,"5,625",> 100%
Region,Region 3,All,2015-16,14,7.5,6.9,7.7,7.7,31,391,0,422,"5,467",> 100%
Region,Region 3,All,2015-16,15,7.4,6.8,6.8,6.8,15,358,0,373,"5,448",99.8%
Region,Region 3,All,2015-16,16,7.3,6.7,6.9,6.9,20,369,0,389,"5,646",> 100%
Region,Region 3,All,2015-16,17,7.2,6.6,6.8,6.8,19,341,0,360,"5,311",97.3%
Region,Region 3,All,2015-16,18,7.1,6.5,6.3,6.3,14,321,0,335,"5,278",96.7%
Region,Region 3,All,2015-16,19,6.9,6.4,5.8,5.8,14,292,0,306,"5,242",96%
Region,Region 3,All,2015-16,20,6.8,6.3,6.5,6.5,4,337,0,341,"5,211",95.4%
Region,Region 3,All,2015-16,21,6.7,6.2,5.6,5.6,1,291,0,292,"5,256",96.3%
Region,Region 3,All,2015-16,22,6.6,6,6,6,1,302,0,303,"5,083",93.1%
Region,Region 3,All,2015-16,23,6.5,5.9,6,6,3,309,0,312,"5,177",94.8%
Region,Region 3,All,2015-16,24,6.3,5.8,5.3,5.3,0,274,0,274,"5,214",95.5%
Region,Region 3,All,2015-16,25,6.2,5.7,5.3,5.3,1,266,0,267,"5,058",92.6%
Region,Region 3,All,2015-16,26,6.1,5.6,5.2,5.2,2,268,0,270,"5,191",95.1%
Region,Region 3,All,2015-16,27,6,5.5,5.6,5.6,0,286,0,286,"5,139",94.1%
Region,Region 3,All,2015-16,28,6,5.4,5.9,5.9,0,305,0,305,"5,138",94.1%
Region,Region 3,All,2015-16,29,5.9,5.4,4.8,4.8,0,247,0,247,"5,144",94.2%
Region,Region 3,All,2015-16,30,5.8,5.3,5.3,5.3,1,271,0,272,"5,096",93.3%
Region,Region 3,All,2015-16,31,5.8,5.2,5,5,1,251,0,252,"5,082",93.1%
Region,Region 3,All,2015-16,32,5.7,5.2,5.4,5.4,0,285,0,285,"5,259",96.3%
Region,Region 3,All,2015-16,33,5.7,5.2,5.3,5.3,0,279,0,279,"5,223",95.7%
Region,Region 3,All,2015-16,34,5.7,5.2,5.3,5.3,0,270,0,270,"5,116",93.7%
Region,Region 3,All,2015-16,35,5.7,5.2,5,5,1,253,0,254,"5,127",93.9%
Region,Region 3,All,2015-16,36,5.7,5.2,5.3,5.3,0,274,0,274,"5,193",95.1%
Region,Region 3,All,2015-16,37,5.8,5.2,5.7,5.7,0,297,0,297,"5,204",95.3%
Region,Region 3,All,2015-16,38,5.8,5.3,5.6,5.6,0,286,0,286,"5,099",93.4%
Region,Region 3,All,2015-16,39,5.8,5.3,5,5,1,263,0,264,"5,228",95.7%
Region,Region 4,All,2015-16,40,6.3,5.9,6,6,4,680,0,684,"11,333",96%
Region,Region 4,All,2015-16,41,6.4,6,6,6,3,664,0,667,"11,176",94.7%
Region,Region 4,All,2015-16,42,6.5,6.1,6,6,2,678,0,680,"11,402",96.6%
Region,Region 4,All,2015-16,43,6.6,6.2,6.1,6.1,4,681,0,685,"11,311",95.8%
Region,Region 4,All,2015-16,44,6.7,6.3,6.4,6.4,4,742,0,746,"11,597",98.2%
Region,Region 4,All,2015-16,45,6.8,6.4,6,6,3,664,0,667,"11,149",94.5%
Region,Region 4,All,2015-16,46,6.9,6.5,6,6,2,685,0,687,"11,528",97.7%
Region,Region 4,All,2015-16,47,7,6.6,6.2,6.2,3,707,0,710,"11,523",97.6%
Region,Region 4,All,2015-16,48,7.1,6.8,6.1,6.1,6,699,0,705,"11,589",98.2%
Region,Region 4,All,2015-16,49,7.3,6.9,6.5,6.5,4,779,0,783,"12,081",> 100%
Region,Region 4,All,2015-16,50,7.3,7,6.4,6.4,8,737,0,745,"11,640",98.6%
Region,Region 4,All,2015-16,51,7.4,7,6.5,6.5,2,779,0,781,"12,108",> 100%
Region,Region 4,All,2015-16,52,7.5,7.1,7.3,7.3,11,835,0,846,"11,624",98.5%
Region,Region 4,All,2015-16,1,7.6,7.2,7.9,7.9,7,967,0,974,"12,342",> 100%
Region,Region 4,All,2015-16,2,7.7,7.3,7.4,7.4,5,906,0,911,"12,343",> 100%
Region,Region 4,All,2015-16,3,7.7,7.3,7.1,7.1,3,885,0,888,"12,475",> 100%
Region,Region 4,All,2015-16,4,7.7,7.3,7.4,7.4,8,922,0,930,"12,616",> 100%
Region,Region 4,All,2015-16,5,7.8,7.4,7.4,7.4,15,911,0,926,"12,512",> 100%
Region,Region 4,All,2015-16,6,7.8,7.4,7,7,13,870,0,883,"12,634",> 100%
Region,Region 4,All,2015-16,7,7.8,7.4,6.9,6.9,29,839,0,868,"12,534",> 100%
Region,Region 4,All,2015-16,8,7.8,7.4,7.3,7.3,39,855,0,894,"12,273",> 100%
Region,Region 4,All,2015-16,9,7.7,7.3,7.8,7.8,43,934,0,977,"12,566",> 100%
Region,Region 4,All,2015-16,10,7.7,7.3,7.5,7.5,47,898,0,945,"12,674",> 100%
Region,Region 4,All,2015-16,11,7.6,7.2,8,8,65,913,0,978,"12,254",> 100%
Region,Region 4,All,2015-16,12,7.6,7.2,7.4,7.4,64,842,0,906,"12,187",> 100%
Region,Region 4,All,2015-16,13,7.5,7.1,7.1,7.1,62,794,0,856,"12,037",> 100%
Region,Region 4,All,2015-16,14,7.4,7,7.2,7.2,37,829,0,866,"12,017",> 100%
Region,Region 4,All,2015-16,15,7.3,6.9,7.4,7.4,27,856,0,883,"11,919",> 100%
Region,Region 4,All,2015-16,16,7.2,6.8,6.5,6.5,24,741,0,765,"11,858",> 100%
Region,Region 4,All,2015-16,17,7.1,6.7,6.7,6.7,25,736,0,761,"11,388",96.5%
Region,Region 4,All,2015-16,18,7,6.6,6.6,6.6,17,728,0,745,"11,351",96.2%
Region,Region 4,All,2015-16,19,6.9,6.5,5.9,5.9,15,675,0,690,"11,604",98.3%
Region,Region 4,All,2015-16,20,6.7,6.4,6.4,6.4,5,720,0,725,"11,294",95.7%
Region,Region 4,All,2015-16,21,6.6,6.2,6.3,6.3,6,702,0,708,"11,316",95.9%
Region,Region 4,All,2015-16,22,6.5,6.1,6.2,6.2,4,709,0,713,"11,439",96.9%
Region,Region 4,All,2015-16,23,6.4,6,6.2,6.2,4,696,0,700,"11,366",96.3%
Region,Region 4,All,2015-16,24,6.3,5.9,6.1,6.1,4,678,0,682,"11,262",95.4%
Region,Region 4,All,2015-16,25,6.2,5.8,6.2,6.2,2,683,0,685,"11,095",94%
Region,Region 4,All,2015-16,26,6.1,5.7,5.6,5.6,2,630,0,632,"11,224",95.1%
Region,Region 4,All,2015-16,27,6,5.7,5.7,5.7,3,644,0,647,"11,300",95.7%
Region,Region 4,All,2015-16,28,6,5.6,5.8,5.8,0,660,0,660,"11,462",97.1%
Region,Region 4,All,2015-16,29,5.9,5.5,6,6,3,664,0,667,"11,161",94.6%
Region,Region 4,All,2015-16,30,5.9,5.5,5.4,5.4,1,599,0,600,"11,137",94.4%
Region,Region 4,All,2015-16,31,5.8,5.5,5.5,5.5,0,621,0,621,"11,232",95.2%
Region,Region 4,All,2015-16,32,5.8,5.4,5.3,5.3,2,599,0,601,"11,355",96.2%
Region,Region 4,All,2015-16,33,5.8,5.4,5.6,5.6,1,625,0,626,"11,261",95.4%
Region,Region 4,All,2015-16,34,5.8,5.4,5.4,5.4,2,600,0,602,"11,237",95.2%
Region,Region 4,All,2015-16,35,5.8,5.5,5.8,5.8,2,650,0,652,"11,281",95.6%
Region,Region 4,All,2015-16,36,5.9,5.5,5.8,5.8,3,653,0,656,"11,354",96.2%
Region,Region 4,All,2015-16,37,5.9,5.5,6.2,6.2,5,695,0,700,"11,320",95.9%
Region,Region 4,All,2015-16,38,6,5.6,6.4,6.4,4,717,0,721,"11,353",96.2%
Region,Region 4,All,2015-16,39,6.1,5.7,5.6,5.6,1,632,0,633,"11,397",96.6%
Region,Region 5,All,2015-16,40,6.4,5.9,6.2,6.2,1,555,0,556,"9,007",97.5%
Region,Region 5,All,2015-16,41,6.5,6,6,6,2,529,0,531,"8,882",96.2%
Region,Region 5,All,2015-16,42,6.6,6.1,6.2,6.2,3,563,0,566,"9,196",99.6%
Region,Region 5,All,2015-16,43,6.7,6.2,6.2,6.2,1,563,0,564,"9,131",98.9%
Region,Region 5,All,2015-16,44,6.8,6.3,6.3,6.3,5,558,0,563,"8,963",97%
Region,Region 5,All,2015-16,45,6.9,6.4,6.5,6.5,2,579,0,581,"8,963",97%
Region,Region 5,All,2015-16,46,7,6.5,6.2,6.2,2,564,0,566,"9,114",98.7%
Region,Region 5,All,2015-16,47,7.1,6.6,6.4,6.4,0,576,0,576,"8,970",97.1%
Region,Region 5,All,2015-16,48,7.3,6.7,6.6,6.6,2,606,0,608,"9,201",99.6%
Region,Region 5,All,2015-16,49,7.4,6.8,6.1,6.1,1,563,0,564,"9,215",99.8%
Region,Region 5,All,2015-16,50,7.5,7,6.2,6.2,1,567,0,568,"9,225",99.9%
Region,Region 5,All,2015-16,51,7.6,7.1,6.4,6.4,2,588,0,590,"9,248",> 100%
Region,Region 5,All,2015-16,52,7.7,7.1,7.3,7.3,3,670,0,673,"9,210",99.7%
Region,Region 5,All,2015-16,1,7.8,7.2,7.1,7.1,2,681,0,683,"9,684",> 100%
Region,Region 5,All,2015-16,2,7.8,7.3,7,7,2,690,0,692,"9,902",> 100%
Region,Region 5,All,2015-16,3,7.9,7.4,6.9,6.9,6,659,0,665,"9,701",> 100%
Region,Region 5,All,2015-16,4,7.9,7.4,7.3,7.3,7,703,0,710,"9,687",> 100%
Region,Region 5,All,2015-16,5,8,7.5,7.5,7.5,8,707,0,715,"9,594",> 100%
Region,Region 5,All,2015-16,6,8,7.5,7,7,7,661,0,668,"9,477",> 100%
Region,Region 5,All,2015-16,7,8,7.5,7.1,7.1,16,700,0,716,"10,014",> 100%
Region,Region 5,All,2015-16,8,8,7.5,7.7,7.7,27,720,0,747,"9,639",> 100%
Region,Region 5,All,2015-16,9,8,7.5,7.4,7.4,56,674,0,730,"9,848",> 100%
Region,Region 5,All,2015-16,10,7.9,7.4,7.7,7.7,65,701,0,766,"9,925",> 100%
Region,Region 5,All,2015-16,11,7.9,7.4,8.4,8.4,88,706,0,794,"9,416",> 100%
Region,Region 5,All,2015-16,12,7.8,7.3,8,8,51,719,0,770,"9,621",> 100%
Region,Region 5,All,2015-16,13,7.7,7.2,8,8,60,698,0,758,"9,444",> 100%
Region,Region 5,All,2015-16,14,7.7,7.1,7.1,7.1,46,636,0,682,"9,576",> 100%
Region,Region 5,All,2015-16,15,7.6,7,7.2,7.2,25,662,0,687,"9,552",> 100%
Region,Region 5,All,2015-16,16,7.4,6.9,7.5,7.5,37,672,0,709,"9,394",> 100%
Region,Region 5,All,2015-16,17,7.3,6.8,6.3,6.3,17,545,0,562,"8,878",96.1%
Region,Region 5,All,2015-16,18,7.2,6.7,6.3,6.3,19,543,0,562,"8,947",96.9%
Region,Region 5,All,2015-16,19,7.1,6.6,6.5,6.5,6,578,0,584,"8,925",96.6%
Region,Region 5,All,2015-16,20,7,6.5,6.4,6.4,9,559,0,568,"8,862",95.9%
Region,Region 5,All,2015-16,21,6.8,6.3,6.1,6.1,7,536,0,543,"8,874",96.1%
Region,Region 5,All,2015-16,22,6.7,6.2,5.6,5.6,6,481,0,487,"8,629",93.4%
Region,Region 5,All,2015-16,23,6.6,6.1,6.5,6.5,3,560,0,563,"8,695",94.1%
Region,Region 5,All,2015-16,24,6.5,6,5.7,5.7,3,479,0,482,"8,491",91.9%
Region,Region 5,All,2015-16,25,6.3,5.8,5.5,5.5,3,479,0,482,"8,767",94.9%
Region,Region 5,All,2015-16,26,6.2,5.7,5.6,5.6,2,472,0,474,"8,522",92.3%
Region,Region 5,All,2015-16,27,6.1,5.6,5.8,5.8,0,505,0,505,"8,719",94.4%
Region,Region 5,All,2015-16,28,6.1,5.5,5.4,5.4,0,466,0,466,"8,672",93.9%
Region,Region 5,All,2015-16,29,6,5.5,5.2,5.2,0,441,0,441,"8,527",92.3%
Region,Region 5,All,2015-16,30,5.9,5.4,5.5,5.5,1,472,0,473,"8,600",93.1%
Region,Region 5,All,2015-16,31,5.9,5.4,5.1,5.1,1,442,0,443,"8,651",93.7%
Region,Region 5,All,2015-16,32,5.8,5.3,5.5,5.5,0,482,0,482,"8,752",94.8%
Region,Region 5,All,2015-16,33,5.8,5.3,5.7,5.7,2,493,0,495,"8,632",93.5%
Region,Region 5,All,2015-16,34,5.8,5.3,5.6,5.6,1,479,0,480,"8,581",92.9%
Region,Region 5,All,2015-16,35,5.8,5.3,5.4,5.4,0,467,0,467,"8,601",93.1%
Region,Region 5,All,2015-16,36,5.8,5.3,5.7,5.7,1,509,0,510,"8,893",96.3%
Region,Region 5,All,2015-16,37,5.8,5.3,6.2,6.2,0,547,0,547,"8,790",95.2%
Region,Region 5,All,2015-16,38,5.9,5.4,5.7,5.7,0,507,0,507,"8,880",96.1%
Region,Region 5,All,2015-16,39,5.9,5.5,5.9,5.9,2,529,0,531,"8,998",97.4%
Region,Region 6,All,2015-16,40,6.7,6.2,5.9,5.9,4,350,0,354,"5,966",95.4%
Region,Region 6,All,2015-16,41,6.8,6.3,6.8,6.8,0,393,0,393,"5,760",92.1%
Region,Region 6,All,2015-16,42,7,6.4,7.3,7.3,3,434,0,437,"6,014",96.1%
Region,Region 6,All,2015-16,43,7.1,6.6,6.4,6.4,2,374,0,376,"5,869",93.8%
Region,Region 6,All,2015-16,44,7.2,6.7,6.6,6.6,2,391,0,393,"5,947",95%
Region,Region 6,All,2015-16,45,7.3,6.8,6.5,6.5,2,390,0,392,"6,029",96.4%
Region,Region 6,All,2015-16,46,7.5,7,7.1,7.1,4,436,0,440,"6,192",99%
Region,Region 6,All,2015-16,47,7.6,7.1,6.2,6.2,4,376,0,380,"6,086",97.3%
Region,Region 6,All,2015-16,48,7.7,7.2,7.2,7.2,5,441,0,446,"6,191",98.9%
Region,Region 6,All,2015-16,49,7.9,7.4,7.4,7.4,3,483,0,486,"6,568",> 100%
Region,Region 6,All,2015-16,50,8,7.5,7.2,7.2,4,452,0,456,"6,326",> 100%
Region,Region 6,All,2015-16,51,8.1,7.6,7,7,3,448,0,451,"6,476",> 100%
Region,Region 6,All,2015-16,52,8.2,7.7,7.9,7.9,4,486,0,490,"6,227",99.5%
Region,Region 6,All,2015-16,1,8.3,7.8,8,8,3,531,0,534,"6,701",> 100%
Region,Region 6,All,2015-16,2,8.4,7.9,8.1,8.1,3,514,0,517,"6,385",> 100%
Region,Region 6,All,2015-16,3,8.5,7.9,7.8,7.8,3,498,0,501,"6,409",> 100%
Region,Region 6,All,2015-16,4,8.5,8,7.5,7.5,4,490,0,494,"6,551",> 100%
Region,Region 6,All,2015-16,5,8.6,8,7.8,7.8,5,491,0,496,"6,398",> 100%
Region,Region 6,All,2015-16,6,8.6,8.1,7.7,7.7,10,505,0,515,"6,694",> 100%
Region,Region 6,All,2015-16,7,8.6,8.1,7.6,7.6,12,488,0,500,"6,595",> 100%
Region,Region 6,All,2015-16,8,8.6,8.1,8.4,8.4,16,527,0,543,"6,478",> 100%
Region,Region 6,All,2015-16,9,8.6,8,7.8,7.8,17,495,0,512,"6,565",> 100%
Region,Region 6,All,2015-16,10,8.5,8,7.8,7.8,21,491,0,512,"6,542",> 100%
Region,Region 6,All,2015-16,11,8.5,7.9,8.1,8.1,18,497,0,515,"6,352",> 100%
Region,Region 6,All,2015-16,12,8.4,7.9,7.9,7.9,23,482,0,505,"6,424",> 100%
Region,Region 6,All,2015-16,13,8.3,7.8,7.3,7.3,16,456,0,472,"6,491",> 100%
Region,Region 6,All,2015-16,14,8.2,7.7,7.8,7.8,20,481,0,501,"6,407",> 100%
Region,Region 6,All,2015-16,15,8.1,7.6,7.7,7.7,13,466,0,479,"6,258",> 100%
Region,Region 6,All,2015-16,16,8,7.5,7.5,7.5,11,456,0,467,"6,190",98.9%
Region,Region 6,All,2015-16,17,7.9,7.4,6.9,6.9,8,419,0,427,"6,161",98.5%
Region,Region 6,All,2015-16,18,7.8,7.2,7,7,7,421,0,428,"6,114",97.7%
Region,Region 6,All,2015-16,19,7.6,7.1,7.5,7.5,7,449,0,456,"6,056",96.8%
Region,Region 6,All,2015-16,20,7.5,7,6.5,6.5,3,394,0,397,"6,100",97.5%
Region,Region 6,All,2015-16,21,7.4,6.9,6.7,6.7,2,407,0,409,"6,147",98.2%
Region,Region 6,All,2015-16,22,7.2,6.7,7.2,7.2,1,425,0,426,"5,898",94.3%
Region,Region 6,All,2015-16,23,7.1,6.6,6.9,6.9,0,420,0,420,"6,054",96.8%
Region,Region 6,All,2015-16,24,7,6.5,6.1,6.1,3,370,0,373,"6,080",97.2%
Region,Region 6,All,2015-16,25,6.9,6.4,5.9,5.9,1,350,0,351,"5,962",95.3%
Region,Region 6,All,2015-16,26,6.8,6.3,6.9,6.9,1,410,0,411,"5,980",95.6%
Region,Region 6,All,2015-16,27,6.7,6.2,6,6,0,364,0,364,"6,047",96.6%
Region,Region 6,All,2015-16,28,6.6,6.1,6,6,0,357,0,357,"5,955",95.2%
Region,Region 6,All,2015-16,29,6.5,6,5.7,5.7,0,341,0,341,"5,986",95.7%
Region,Region 6,All,2015-16,30,6.5,6,5.6,5.6,0,338,0,338,"6,002",95.9%
Region,Region 6,All,2015-16,31,6.5,5.9,6.2,6.2,0,370,0,370,"5,946",95%
Region,Region 6,All,2015-16,32,6.4,5.9,5.9,5.9,0,351,0,351,"5,906",94.4%
Region,Region 6,All,2015-16,33,6.4,5.9,6,6,1,360,0,361,"6,049",96.7%
Region,Region 6,All,2015-16,34,6.4,5.9,6.1,6.1,1,366,0,367,"6,007",96%
Region,Region 6,All,2015-16,35,6.5,5.9,6.3,6.3,0,375,0,375,"5,983",95.6%
Region,Region 6,All,2015-16,36,6.5,6,5.8,5.8,1,350,0,351,"6,069",97%
Region,Region 6,All,2015-16,37,6.5,6,6.5,6.5,1,397,0,398,"6,079",97.2%
Region,Region 6,All,2015-16,38,6.6,6.1,6.4,6.4,2,376,0,378,"5,909",94.4%
Region,Region 6,All,2015-16,39,6.7,6.2,6.9,6.9,3,396,0,399,"5,758",92%
Region,Region 7,All,2015-16,40,6.8,6.1,6.7,6.7,0,168,0,168,"2,512",98.4%
Region,Region 7,All,2015-16,41,7,6.2,6.3,6.3,0,154,0,154,"2,434",95.4%
Region,Region 7,All,2015-16,42,7.1,6.3,6.5,6.5,2,163,0,165,"2,556",> 100%
Region,Region 7,All,2015-16,43,7.2,6.4,7.7,7.7,1,184,0,185,"2,417",94.7%
Region,Region 7,All,2015-16,44,7.3,6.6,7.3,7.3,0,176,0,176,"2,403",94.2%
Region,Region 7,All,2015-16,45,7.5,6.7,5.7,5.7,1,140,0,141,"2,493",97.7%
Region,Region 7,All,2015-16,46,7.6,6.8,6.3,6.3,1,156,0,157,"2,497",97.8%
Region,Region 7,All,2015-16,47,7.8,7,5.8,5.8,0,150,0,150,"2,582",> 100%
Region,Region 7,All,2015-16,48,7.9,7.1,6.3,6.3,0,153,0,153,"2,443",95.7%
Region,Region 7,All,2015-16,49,8,7.3,6.2,6.2,1,161,0,162,"2,597",> 100%
Region,Region 7,All,2015-16,50,8.2,7.4,6.5,6.5,3,158,0,161,"2,481",97.2%
Region,Region 7,All,2015-16,51,8.3,7.5,6.2,6.2,1,157,0,158,"2,569",> 100%
Region,Region 7,All,2015-16,52,8.4,7.6,7.2,7.2,0,189,0,189,"2,607",> 100%
Region,Region 7,All,2015-16,1,8.5,7.7,8,8,3,216,0,219,"2,750",> 100%
Region,Region 7,All,2015-16,2,8.6,7.8,8.2,8.2,2,219,0,221,"2,684",> 100%
Region,Region 7,All,2015-16,3,8.6,7.9,7.1,7.1,2,187,0,189,"2,664",> 100%
Region,Region 7,All,2015-16,4,8.7,7.9,7.5,7.5,3,195,0,198,"2,645",> 100%
Region,Region 7,All,2015-16,5,8.7,8,7.5,7.5,1,187,0,188,"2,520",98.7%
Region,Region 7,All,2015-16,6,8.7,8,7.7,7.7,4,189,0,193,"2,513",98.5%
Region,Region 7,All,2015-16,7,8.7,8,7.7,7.7,8,200,0,208,"2,684",> 100%
Region,Region 7,All,2015-16,8,8.7,8,7,7,9,175,0,184,"2,635",> 100%
Region,Region 7,All,2015-16,9,8.7,7.9,7.7,7.7,6,192,0,198,"2,577",> 100%
Region,Region 7,All,2015-16,10,8.6,7.9,9.3,9.3,22,218,0,240,"2,581",> 100%
Region,Region 7,All,2015-16,11,8.6,7.8,8.2,8.2,17,193,0,210,"2,566",> 100%
Region,Region 7,All,2015-16,12,8.5,7.7,7.6,7.6,11,182,0,193,"2,556",> 100%
Region,Region 7,All,2015-16,13,8.4,7.6,8.1,8.1,13,189,0,202,"2,489",97.5%
Region,Region 7,All,2015-16,14,8.3,7.5,8.2,8.2,13,210,0,223,"2,713",> 100%
Region,Region 7,All,2015-16,15,8.2,7.4,7.6,7.6,15,183,0,198,"2,611",> 100%
Region,Region 7,All,2015-16,16,8,7.3,6.9,6.9,6,172,0,178,"2,571",> 100%
Region,Region 7,All,2015-16,17,7.9,7.1,7.6,7.6,8,183,0,191,"2,507",98.2%
Region,Region 7,All,2015-16,18,7.7,7,6.8,6.8,3,169,0,172,"2,515",98.6%
Region,Region 7,All,2015-16,19,7.6,6.8,6.1,6.1,2,144,0,146,"2,378",93.2%
Region,Region 7,All,2015-16,20,7.4,6.7,5.7,5.7,0,139,0,139,"2,436",95.5%
Region,Region 7,All,2015-16,21,7.3,6.5,6.6,6.6,1,153,0,154,"2,347",92%
Region,Region 7,All,2015-16,22,7.1,6.4,5.1,5.1,1,116,0,117,"2,277",89.2%
Region,Region 7,All,2015-16,23,7,6.3,6.2,6.2,0,154,0,154,"2,493",97.7%
