AREA,SUB AREA,AGE GROUP,SEASON,WEEK,THRESHOLD,BASELINE,PERCENT P&I,PERCENT PIC,NUM INFLUENZA DEATHS,NUM PNEUMONIA DEATHS,NUM COVID-19 DEATHS,TOTAL PIC,TOTAL DEATHS,PERCENT COMPLETE
Region,Region 2,All,2020-21,51,8,7.5,14.6,29.2,2,913,"1,528","1,829","6,255",> 100%
Region,Region 2,All,2020-21,52,8.1,7.6,15.9,31,2,"1,029","1,681","2,009","6,482",> 100%
Region,Region 2,All,2020-21,53,8.2,7.7,16.8,32.7,3,"1,107","1,865","2,161","6,607",> 100%
Region,Region 2,All,2020-21,1,8.3,7.8,18,34.6,2,"1,199","1,981","2,311","6,676",> 100%
Region,Region 2,All,2020-21,2,8.4,7.9,17.5,34.9,4,"1,206","2,102","2,417","6,916",> 100%
Region,Region 2,All,2020-21,3,8.4,8,17.6,35.4,2,"1,158","2,044","2,331","6,583",> 100%
Region,Region 2,All,2020-21,4,8.5,8,17.1,33.7,3,"1,115","1,913","2,197","6,520",> 100%
Region,Region 2,All,2020-21,5,8.5,8,16.1,31.5,2,"1,045","1,771","2,048","6,504",> 100%
Region,Region 2,All,2020-21,6,8.6,8.1,14.8,29.6,2,898,"1,526","1,794","6,064",> 100%
Region,Region 2,All,2020-21,7,8.6,8.1,15.3,27.7,1,899,"1,322","1,628","5,885",> 100%
Region,Region 2,All,2020-21,8,8.6,8.1,13.1,24.3,1,753,"1,152","1,402","5,763",> 100%
Region,Region 2,All,2020-21,9,8.5,8,13.8,23.1,1,751,947,"1,254","5,434",> 100%
Region,Region 2,All,2020-21,10,8.5,8,12.5,22.5,2,654,910,"1,180","5,241",> 100%
Region,Region 2,All,2020-21,11,8.5,8,12.3,20.7,1,644,810,"1,086","5,235",> 100%
Region,Region 2,All,2020-21,12,8.4,7.9,11.6,20.6,1,606,823,"1,075","5,220",> 100%
Region,Region 2,All,2020-21,13,8.3,7.8,11.7,20.2,0,586,783,"1,012","5,011",> 100%
Region,Region 2,All,2020-21,14,8.2,7.8,12,20,0,621,787,"1,038","5,187",> 100%
Region,Region 2,All,2020-21,15,8.2,7.7,11.8,19.9,1,571,738,966,"4,844",> 100%
Region,Region 2,All,2020-21,16,8.1,7.6,11.8,18.8,0,592,692,943,"5,012",> 100%
Region,Region 2,All,2020-21,17,8,7.5,10.2,16.4,1,497,554,804,"4,900",> 100%
Region,Region 2,All,2020-21,18,7.8,7.3,10.4,16.6,0,480,498,766,"4,616",> 100%
Region,Region 2,All,2020-21,19,7.7,7.2,9.5,13.8,0,436,393,636,"4,612",> 100%
Region,Region 2,All,2020-21,20,7.6,7.1,7.6,11.2,0,357,290,524,"4,687",> 100%
Region,Region 2,All,2020-21,21,7.5,7,7.7,10.9,3,329,249,468,"4,292",98.7%
Region,Region 2,All,2020-21,22,7.4,6.9,7.5,9.7,0,337,184,436,"4,514",> 100%
Region,Region 2,All,2020-21,23,7.3,6.8,7,8.8,0,292,130,367,"4,165",95.7%
Region,Region 2,All,2020-21,24,7.2,6.7,6.8,8.8,2,287,137,371,"4,228",97.2%
Region,Region 2,All,2020-21,25,7.1,6.6,5.8,7.1,1,243,101,299,"4,238",97.4%
Region,Region 2,All,2020-21,26,7,6.5,6.6,7.7,0,287,91,335,"4,337",99.7%
Region,Region 2,All,2020-21,27,6.9,6.4,6.3,7.2,0,271,74,310,"4,309",99.1%
Region,Region 2,All,2020-21,28,6.8,6.3,7.6,8.6,0,314,84,358,"4,153",95.5%
Region,Region 2,All,2020-21,29,6.7,6.2,6.2,7.3,0,268,78,316,"4,304",98.9%
Region,Region 2,All,2020-21,30,6.7,6.2,6.7,8,1,287,103,346,"4,300",98.9%
Region,Region 2,All,2020-21,31,6.7,6.2,7,8.8,1,321,143,402,"4,586",> 100%
Region,Region 2,All,2020-21,32,6.6,6.1,7.6,10.1,0,352,215,465,"4,613",> 100%
Region,Region 2,All,2020-21,33,6.6,6.1,8.7,12.1,1,398,287,555,"4,577",> 100%
Region,Region 2,All,2020-21,34,6.6,6.1,9.2,12.8,2,424,325,594,"4,648",> 100%
Region,Region 2,All,2020-21,35,6.6,6.1,9.1,12.9,1,428,374,608,"4,716",> 100%
Region,Region 2,All,2020-21,36,6.7,6.2,10.7,14.6,0,516,402,705,"4,841",> 100%
Region,Region 2,All,2020-21,37,6.7,6.2,10.7,15,0,520,432,730,"4,870",> 100%
Region,Region 2,All,2020-21,38,6.8,6.3,10.4,15.3,0,497,454,731,"4,767",> 100%
Region,Region 2,All,2020-21,39,6.9,6.4,10.1,14.2,0,497,446,699,"4,927",> 100%
Region,Region 3,All,2020-21,40,5.3,4.9,6.1,9.1,0,366,303,548,"6,037",> 100%
Region,Region 3,All,2020-21,41,5.4,4.9,6.8,10.1,0,424,355,625,"6,195",> 100%
Region,Region 3,All,2020-21,42,5.5,5,6.4,9.9,2,380,340,585,"5,926",> 100%
Region,Region 3,All,2020-21,43,5.5,5.1,7.8,11.6,3,476,418,714,"6,163",> 100%
Region,Region 3,All,2020-21,44,5.6,5.2,7.6,11.9,0,469,468,739,"6,196",> 100%
Region,Region 3,All,2020-21,45,5.7,5.3,8,13.6,4,522,607,894,"6,570",> 100%
Region,Region 3,All,2020-21,46,5.8,5.4,9.7,15.8,3,636,763,"1,047","6,607",> 100%
Region,Region 3,All,2020-21,47,5.9,5.5,10.7,19.8,4,759,"1,109","1,404","7,104",> 100%
Region,Region 3,All,2020-21,48,6,5.6,11.9,23.9,1,868,"1,482","1,747","7,307",> 100%
Region,Region 3,All,2020-21,49,6.1,5.7,13.3,27.7,4,"1,035","1,866","2,156","7,791",> 100%
Region,Region 3,All,2020-21,50,6.2,5.8,14.3,30.2,3,"1,231","2,326","2,604","8,610",> 100%
Region,Region 3,All,2020-21,51,6.3,5.8,15.6,32.1,4,"1,379","2,539","2,844","8,861",> 100%
Region,Region 3,All,2020-21,52,6.4,5.9,15.5,32.4,4,"1,367","2,595","2,870","8,854",> 100%
Region,Region 3,All,2020-21,53,6.5,6,15.7,32.4,5,"1,425","2,617","2,946","9,097",> 100%
Region,Region 3,All,2020-21,1,6.5,6.1,16.7,32.4,4,"1,426","2,423","2,773","8,547",> 100%
Region,Region 3,All,2020-21,2,6.6,6.2,15.8,30.9,0,"1,347","2,306","2,628","8,514",> 100%
Region,Region 3,All,2020-21,3,6.7,6.2,15.8,30,2,"1,324","2,227","2,523","8,414",> 100%
Region,Region 3,All,2020-21,4,6.7,6.3,14.7,27.8,2,"1,167","1,922","2,209","7,957",> 100%
Region,Region 3,All,2020-21,5,6.8,6.3,13.5,24.1,3,"1,039","1,568","1,858","7,699",> 100%
Region,Region 3,All,2020-21,6,6.8,6.3,12.5,22,2,908,"1,306","1,605","7,304",> 100%
Region,Region 3,All,2020-21,7,6.8,6.3,11.2,18.8,0,777,"1,023","1,306","6,930",> 100%
Region,Region 3,All,2020-21,8,6.8,6.3,10.3,16.6,0,684,824,"1,109","6,664",> 100%
Region,Region 3,All,2020-21,9,6.8,6.3,8.6,13.8,1,546,609,877,"6,357",> 100%
Region,Region 3,All,2020-21,10,6.8,6.3,8.2,13.1,1,504,574,810,"6,181",> 100%
Region,Region 3,All,2020-21,11,6.7,6.3,8.1,12.7,0,514,513,807,"6,379",> 100%
Region,Region 3,All,2020-21,12,6.7,6.2,8,11.8,1,501,474,739,"6,249",> 100%
Region,Region 3,All,2020-21,13,6.6,6.2,7.8,12.5,1,453,498,731,"5,851",> 100%
Region,Region 3,All,2020-21,14,6.6,6.1,8.5,13.1,0,538,581,835,"6,355",> 100%
Region,Region 3,All,2020-21,15,6.5,6.1,9.1,14.1,0,563,622,870,"6,165",> 100%
Region,Region 3,All,2020-21,16,6.4,6,8.9,14.3,3,552,644,889,"6,213",> 100%
Region,Region 3,All,2020-21,17,6.4,5.9,8.3,12.9,0,505,560,788,"6,117",> 100%
Region,Region 3,All,2020-21,18,6.3,5.8,8.2,12.3,1,496,521,747,"6,063",> 100%
Region,Region 3,All,2020-21,19,6.2,5.7,7.4,10.8,0,449,438,658,"6,075",> 100%
Region,Region 3,All,2020-21,20,6.1,5.6,7.2,10.5,0,431,400,626,"5,955",> 100%
Region,Region 3,All,2020-21,21,6,5.5,6.4,9.1,0,374,310,528,"5,817",> 100%
Region,Region 3,All,2020-21,22,5.9,5.4,6.4,8.4,0,377,246,491,"5,871",> 100%
Region,Region 3,All,2020-21,23,5.8,5.3,5.6,7.5,0,313,196,416,"5,563",> 100%
Region,Region 3,All,2020-21,24,5.7,5.3,5.9,7.3,0,330,165,409,"5,574",> 100%
Region,Region 3,All,2020-21,25,5.6,5.2,5.4,6.9,0,302,132,385,"5,548",> 100%
Region,Region 3,All,2020-21,26,5.5,5.1,5.1,5.9,0,294,91,340,"5,743",> 100%
Region,Region 3,All,2020-21,27,5.5,5,5.2,6.1,0,289,90,340,"5,574",> 100%
Region,Region 3,All,2020-21,28,5.4,5,4.8,5.8,0,265,94,319,"5,504",> 100%
Region,Region 3,All,2020-21,29,5.3,4.9,5.5,6.4,1,303,90,352,"5,535",> 100%
Region,Region 3,All,2020-21,30,5.3,4.9,5.8,7.1,0,327,138,404,"5,685",> 100%
Region,Region 3,All,2020-21,31,5.3,4.8,5.6,7.4,0,326,199,435,"5,846",> 100%
Region,Region 3,All,2020-21,32,5.2,4.8,6.6,8.6,0,404,257,527,"6,099",> 100%
Region,Region 3,All,2020-21,33,5.2,4.8,7.7,10.8,0,464,397,652,"6,048",> 100%
Region,Region 3,All,2020-21,34,5.2,4.8,9,13.2,0,560,557,821,"6,204",> 100%
Region,Region 3,All,2020-21,35,5.2,4.8,9.1,14,1,597,698,925,"6,592",> 100%
Region,Region 3,All,2020-21,36,5.3,4.8,11,16.9,1,714,806,"1,093","6,486",> 100%
Region,Region 3,All,2020-21,37,5.3,4.8,12.6,18.6,0,863,967,"1,277","6,853",> 100%
Region,Region 3,All,2020-21,38,5.3,4.9,13,20,1,895,"1,066","1,372","6,874",> 100%
Region,Region 3,All,2020-21,39,5.4,4.9,12.8,20,3,912,"1,108","1,432","7,173",> 100%
Region,Region 4,All,2020-21,40,5.5,5.2,9.1,13.3,2,"1,276","1,177","1,854","13,971",> 100%
Region,Region 4,All,2020-21,41,5.6,5.2,9.3,13.5,2,"1,339","1,282","1,947","14,398",> 100%
Region,Region 4,All,2020-21,42,5.6,5.3,10.1,14.6,4,"1,430","1,364","2,077","14,210",> 100%
Region,Region 4,All,2020-21,43,5.7,5.4,9.7,14.6,4,"1,386","1,385","2,090","14,357",> 100%
Region,Region 4,All,2020-21,44,5.8,5.5,10.5,15.5,2,"1,515","1,524","2,237","14,413",> 100%
Region,Region 4,All,2020-21,45,5.9,5.6,10.2,15.5,6,"1,514","1,628","2,314","14,890",> 100%
Region,Region 4,All,2020-21,46,6,5.7,11.1,16.9,7,"1,657","1,832","2,538","15,026",> 100%
Region,Region 4,All,2020-21,47,6.1,5.8,11.8,18.1,8,"1,790","2,042","2,743","15,174",> 100%
Region,Region 4,All,2020-21,48,6.2,5.9,12.4,19.3,10,"1,917","2,270","2,993","15,508",> 100%
Region,Region 4,All,2020-21,49,6.3,6,13.3,21.3,12,"2,159","2,739","3,491","16,365",> 100%
Region,Region 4,All,2020-21,50,6.4,6.1,14.2,22.9,6,"2,421","3,130","3,924","17,125",> 100%
Region,Region 4,All,2020-21,51,6.5,6.1,14.8,24.7,11,"2,555","3,488","4,282","17,303",> 100%
Region,Region 4,All,2020-21,52,6.6,6.2,16,26.4,11,"2,860","3,973","4,739","17,932",> 100%
Region,Region 4,All,2020-21,53,6.6,6.3,17,28.1,10,"3,269","4,563","5,422","19,285",> 100%
Region,Region 4,All,2020-21,1,6.7,6.4,18,30.6,8,"3,463","5,088","5,901","19,298",> 100%
Region,Region 4,All,2020-21,2,6.8,6.4,19,31.6,8,"3,795","5,515","6,332","20,057",> 100%
Region,Region 4,All,2020-21,3,6.8,6.5,18.9,31.4,11,"3,669","5,338","6,125","19,497",> 100%
Region,Region 4,All,2020-21,4,6.8,6.5,17.8,29.2,7,"3,275","4,619","5,393","18,489",> 100%
Region,Region 4,All,2020-21,5,6.9,6.5,16.1,25.9,5,"2,850","3,870","4,606","17,753",> 100%
Region,Region 4,All,2020-21,6,6.9,6.5,14.2,22.2,9,"2,371","3,005","3,712","16,723",> 100%
Region,Region 4,All,2020-21,7,6.9,6.5,13,19.8,10,"2,065","2,438","3,166","16,022",> 100%
Region,Region 4,All,2020-21,8,6.9,6.5,11.7,17.6,10,"1,783","1,973","2,703","15,316",> 100%
Region,Region 4,All,2020-21,9,6.8,6.5,10.6,15.3,7,"1,535","1,557","2,226","14,541",> 100%
Region,Region 4,All,2020-21,10,6.8,6.5,9.9,13.8,3,"1,425","1,319","1,993","14,423",> 100%
Region,Region 4,All,2020-21,11,6.8,6.4,9.2,12.5,2,"1,258","1,086","1,722","13,749",> 100%
Region,Region 4,All,2020-21,12,6.7,6.4,8.9,11.9,10,"1,255","1,003","1,692","14,170",> 100%
Region,Region 4,All,2020-21,13,6.6,6.3,8.8,12.1,7,"1,163",961,"1,607","13,325",> 100%
Region,Region 4,All,2020-21,14,6.6,6.2,8,10.8,4,"1,146",887,"1,558","14,377",> 100%
Region,Region 4,All,2020-21,15,6.5,6.2,8.1,11,3,"1,128",872,"1,530","13,954",> 100%
Region,Region 4,All,2020-21,16,6.4,6.1,8.5,11.5,4,"1,185",971,"1,617","14,055",> 100%
Region,Region 4,All,2020-21,17,6.3,6,8.1,10.8,2,"1,124",877,"1,510","13,927",> 100%
Region,Region 4,All,2020-21,18,6.2,5.9,8.4,11,3,"1,159",908,"1,530","13,869",> 100%
Region,Region 4,All,2020-21,19,6.1,5.8,8,10.3,3,"1,079",813,"1,403","13,607",> 100%
Region,Region 4,All,2020-21,20,6,5.7,7.9,10.1,7,"1,079",754,"1,394","13,739",> 100%
Region,Region 4,All,2020-21,21,5.9,5.6,7.4,9.4,1,"1,015",675,"1,294","13,782",> 100%
Region,Region 4,All,2020-21,22,5.8,5.5,7.2,9.1,0,967,608,"1,213","13,372",> 100%
Region,Region 4,All,2020-21,23,5.8,5.4,7.1,8.7,2,960,508,"1,184","13,593",> 100%
Region,Region 4,All,2020-21,24,5.7,5.3,7.1,8.3,3,951,423,"1,126","13,518",> 100%
Region,Region 4,All,2020-21,25,5.6,5.3,6.6,8,2,889,395,"1,075","13,440",> 100%
Region,Region 4,All,2020-21,26,5.5,5.2,6.5,7.8,2,859,388,"1,032","13,268",> 100%
Region,Region 4,All,2020-21,27,5.5,5.1,7.1,8.5,2,942,446,"1,134","13,375",> 100%
Region,Region 4,All,2020-21,28,5.4,5.1,7.4,9.3,4,994,579,"1,251","13,493",> 100%
Region,Region 4,All,2020-21,29,5.4,5,8.6,11.3,2,"1,212",919,"1,597","14,183",> 100%
Region,Region 4,All,2020-21,30,5.3,5,10.9,15.1,5,"1,624","1,559","2,257","14,905",> 100%
Region,Region 4,All,2020-21,31,5.3,5,14.6,21.1,4,"2,369","2,681","3,432","16,301",> 100%
Region,Region 4,All,2020-21,32,5.3,5,18.3,27.2,7,"3,234","4,118","4,826","17,713",> 100%
Region,Region 4,All,2020-21,33,5.3,5,21.1,31.9,5,"4,033","5,374","6,108","19,175",> 100%
Region,Region 4,All,2020-21,34,5.3,5,22.8,34.5,4,"4,586","6,200","6,943","20,148",> 100%
Region,Region 4,All,2020-21,35,5.3,5,23.9,36.2,16,"4,869","6,695","7,401","20,421",> 100%
Region,Region 4,All,2020-21,36,5.4,5,23.3,35.2,7,"4,732","6,371","7,168","20,345",> 100%
Region,Region 4,All,2020-21,37,5.4,5.1,22,33.9,5,"4,324","5,920","6,652","19,640",> 100%
Region,Region 4,All,2020-21,38,5.5,5.1,20.1,31.8,8,"3,746","5,201","5,938","18,701",> 100%
Region,Region 4,All,2020-21,39,5.5,5.2,18.9,27.9,11,"3,338","4,214","4,927","17,689",> 100%
Region,Region 5,All,2020-21,40,5.5,5,7.4,10.9,2,755,672,"1,124","10,285",> 100%
Region,Region 5,All,2020-21,41,5.5,5.1,7.4,11.6,0,799,810,"1,253","10,831",> 100%
Region,Region 5,All,2020-21,42,5.6,5.2,8.4,13.9,1,905,"1,046","1,498","10,746",> 100%
Region,Region 5,All,2020-21,43,5.7,5.3,9.1,16.1,2,"1,015","1,309","1,794","11,173",> 100%
Region,Region 5,All,2020-21,44,5.8,5.4,9.7,18.1,2,"1,123","1,605","2,089","11,570",> 100%
Region,Region 5,All,2020-21,45,5.9,5.5,11.7,21.6,5,"1,467","2,223","2,712","12,552",> 100%
Region,Region 5,All,2020-21,46,6,5.6,13.4,25.3,0,"1,750","2,817","3,311","13,107",> 100%
Region,Region 5,All,2020-21,47,6.1,5.7,15.6,30.6,2,"2,194","3,807","4,315","14,087",> 100%
Region,Region 5,All,2020-21,48,6.2,5.8,16.8,32.4,4,"2,445","4,206","4,713","14,564",> 100%
Region,Region 5,All,2020-21,49,6.3,5.9,17.7,34.7,3,"2,664","4,716","5,223","15,039",> 100%
Region,Region 5,All,2020-21,50,6.4,6,17.6,35.3,5,"2,770","4,994","5,552","15,742",> 100%
Region,Region 5,All,2020-21,51,6.5,6.1,18.5,35.3,4,"2,762","4,730","5,267","14,938",> 100%
Region,Region 5,All,2020-21,52,6.6,6.2,17.2,32.6,5,"2,455","4,165","4,676","14,339",> 100%
Region,Region 5,All,2020-21,53,6.7,6.2,16.1,30.6,2,"2,298","3,872","4,374","14,290",> 100%
Region,Region 5,All,2020-21,1,6.8,6.3,15.6,28.8,1,"2,102","3,390","3,881","13,482",> 100%
Region,Region 5,All,2020-21,2,6.8,6.4,15.1,27.1,5,"1,981","3,049","3,553","13,128",> 100%
Region,Region 5,All,2020-21,3,6.9,6.4,14.1,24.3,2,"1,751","2,503","3,005","12,391",> 100%
Region,Region 5,All,2020-21,4,6.9,6.5,12.9,22.5,3,"1,525","2,177","2,661","11,811",> 100%
Region,Region 5,All,2020-21,5,7,6.5,11.6,19.2,2,"1,372","1,800","2,277","11,850",> 100%
Region,Region 5,All,2020-21,6,7,6.6,10,16.4,1,"1,116","1,400","1,845","11,217",> 100%
Region,Region 5,All,2020-21,7,7,6.6,9,14,1,989,"1,074","1,546","11,006",> 100%
Region,Region 5,All,2020-21,8,7,6.6,7.8,12.2,1,843,895,"1,328","10,850",> 100%
Region,Region 5,All,2020-21,9,7,6.6,8,11.5,5,828,732,"1,194","10,349",> 100%
Region,Region 5,All,2020-21,10,7,6.5,7.4,10.5,2,728,636,"1,043","9,930",> 100%
Region,Region 5,All,2020-21,11,6.9,6.5,7.2,10.2,0,713,553,999,"9,836",> 100%
Region,Region 5,All,2020-21,12,6.9,6.5,7.1,9.9,1,707,570,994,"10,040",> 100%
Region,Region 5,All,2020-21,13,6.8,6.4,7.9,10.8,1,777,641,"1,068","9,876",> 100%
Region,Region 5,All,2020-21,14,6.8,6.3,7.9,11.6,2,834,789,"1,220","10,534",> 100%
Region,Region 5,All,2020-21,15,6.7,6.3,9.1,13.2,1,931,952,"1,347","10,198",> 100%
Region,Region 5,All,2020-21,16,6.6,6.2,9.8,14.1,4,"1,034","1,079","1,495","10,598",> 100%
Region,Region 5,All,2020-21,17,6.5,6.1,9.4,13.5,1,985,999,"1,412","10,494",> 100%
Region,Region 5,All,2020-21,18,6.4,6,8.9,13,0,903,936,"1,319","10,155",> 100%
Region,Region 5,All,2020-21,19,6.3,5.9,8.7,12.4,1,871,861,"1,250","10,054",> 100%
Region,Region 5,All,2020-21,20,6.2,5.8,8.5,11.5,0,876,760,"1,189","10,353",> 100%
Region,Region 5,All,2020-21,21,6.1,5.7,7.6,10,0,741,584,977,"9,783",> 100%
Region,Region 5,All,2020-21,22,6,5.6,6.9,9,1,681,509,894,"9,944",> 100%
Region,Region 5,All,2020-21,23,5.9,5.5,6.9,8.7,1,670,427,846,"9,756",> 100%
Region,Region 5,All,2020-21,24,5.8,5.4,6.3,7.8,1,609,315,754,"9,674",> 100%
Region,Region 5,All,2020-21,25,5.8,5.3,5.5,6.7,0,520,249,634,"9,479",> 100%
Region,Region 5,All,2020-21,26,5.7,5.2,5,6.1,0,485,191,587,"9,624",> 100%
Region,Region 5,All,2020-21,27,5.6,5.2,5.4,6.4,0,517,189,616,"9,645",> 100%
Region,Region 5,All,2020-21,28,5.5,5.1,5.7,6.6,0,540,173,630,"9,515",> 100%
Region,Region 5,All,2020-21,29,5.5,5,5,6.1,0,477,187,581,"9,555",> 100%
Region,Region 5,All,2020-21,30,5.4,5,5.9,7.2,0,573,269,701,"9,702",> 100%
Region,Region 5,All,2020-21,31,5.4,5,6.3,7.9,0,621,366,786,"9,927",> 100%
Region,Region 5,All,2020-21,32,5.4,4.9,7.5,9.7,0,763,531,991,"10,201",> 100%
Region,Region 5,All,2020-21,33,5.4,4.9,8.7,12,0,908,811,"1,251","10,463",> 100%
Region,Region 5,All,2020-21,34,5.4,4.9,9.2,13.2,1,981,970,"1,413","10,715",> 100%
Region,Region 5,All,2020-21,35,5.4,4.9,10.3,14.8,1,"1,131","1,201","1,627","10,960",> 100%
Region,Region 5,All,2020-21,36,5.4,5,11.7,16.5,2,"1,305","1,418","1,852","11,194",> 100%
Region,Region 5,All,2020-21,37,5.4,5,12.8,18.5,1,"1,483","1,662","2,145","11,578",> 100%
Region,Region 5,All,2020-21,38,5.5,5.1,13.2,18.9,2,"1,510","1,710","2,176","11,491",> 100%
Region,Region 5,All,2020-21,39,5.5,5.1,12.8,18.7,1,"1,531","1,763","2,244","11,974",> 100%
Region,Region 6,All,2020-21,40,5.9,5.5,10.3,14.7,2,784,735,"1,121","7,644",> 100%
Region,Region 6,All,2020-21,41,6,5.5,10.8,15.8,3,846,868,"1,245","7,896",> 100%
Region,Region 6,All,2020-21,42,6.1,5.6,11.1,17.1,4,838,922,"1,295","7,561",> 100%
Region,Region 6,All,2020-21,43,6.2,5.7,12.1,19,2,964,"1,137","1,517","7,990",> 100%
Region,Region 6,All,2020-21,44,6.3,5.8,12.9,20.8,12,"1,065","1,345","1,735","8,353",> 100%
Region,Region 6,All,2020-21,45,6.4,6,13.9,22.7,3,"1,225","1,584","1,998","8,816",> 100%
Region,Region 6,All,2020-21,46,6.5,6.1,15,25,6,"1,343","1,876","2,251","9,022",> 100%
Region,Region 6,All,2020-21,47,6.6,6.2,16.6,27.4,5,"1,499","2,077","2,483","9,073",> 100%
Region,Region 6,All,2020-21,48,6.8,6.3,17.9,29.7,6,"1,653","2,372","2,753","9,273",> 100%
Region,Region 6,All,2020-21,49,6.9,6.4,18.7,31.6,9,"1,795","2,640","3,053","9,667",> 100%
Region,Region 6,All,2020-21,50,7,6.5,18.7,31.9,6,"1,878","2,822","3,211","10,071",> 100%
Region,Region 6,All,2020-21,51,7.1,6.6,18.7,31.6,7,"1,903","2,797","3,225","10,200",> 100%
Region,Region 6,All,2020-21,52,7.2,6.7,19.2,32.8,6,"1,949","2,915","3,338","10,164",> 100%
Region,Region 6,All,2020-21,53,7.3,6.8,19.7,34.3,9,"2,099","3,225","3,670","10,709",> 100%
Region,Region 6,All,2020-21,1,7.3,6.9,22.2,38,7,"2,467","3,810","4,238","11,145",> 100%
Region,Region 6,All,2020-21,2,7.4,7,22.9,37.8,11,"2,601","3,852","4,318","11,423",> 100%
Region,Region 6,All,2020-21,3,7.5,7,22.5,36.8,7,"2,501","3,645","4,105","11,160",> 100%
Region,Region 6,All,2020-21,4,7.5,7.1,20.7,34.4,9,"2,140","3,206","3,566","10,366",> 100%
Region,Region 6,All,2020-21,5,7.5,7.1,19.6,31.5,9,"1,909","2,691","3,082","9,780",> 100%
Region,Region 6,All,2020-21,6,7.6,7.1,17.1,27.3,5,"1,582","2,140","2,531","9,272",> 100%
Region,Region 6,All,2020-21,7,7.6,7.1,15,23.7,1,"1,464","1,885","2,306","9,750",> 100%
Region,Region 6,All,2020-21,8,7.6,7.1,14.3,21.2,4,"1,266","1,482","1,885","8,894",> 100%
Region,Region 6,All,2020-21,9,7.5,7.1,13.3,19,7,"1,096","1,169","1,583","8,315",> 100%
Region,Region 6,All,2020-21,10,7.5,7,11.2,16.5,5,881,953,"1,300","7,892",> 100%
Region,Region 6,All,2020-21,11,7.5,7,10.7,15,1,791,757,"1,117","7,432",> 100%
Region,Region 6,All,2020-21,12,7.4,6.9,9.9,13.4,3,746,617,"1,009","7,530",> 100%
Region,Region 6,All,2020-21,13,7.3,6.9,8.7,11.9,1,629,499,858,"7,237",> 100%
Region,Region 6,All,2020-21,14,7.2,6.8,8.9,11.9,5,661,490,887,"7,450",> 100%
Region,Region 6,All,2020-21,15,7.1,6.7,8.3,11.3,1,590,469,800,"7,081",> 100%
Region,Region 6,All,2020-21,16,7,6.6,8.4,11,3,616,442,814,"7,401",> 100%
Region,Region 6,All,2020-21,17,6.9,6.5,7.7,10.2,2,552,389,731,"7,188",> 100%
Region,Region 6,All,2020-21,18,6.8,6.4,8.3,10.7,3,600,390,772,"7,227",> 100%
Region,Region 6,All,2020-21,19,6.7,6.3,7.9,10.6,1,568,402,761,"7,202",> 100%
Region,Region 6,All,2020-21,20,6.6,6.1,7,9.5,1,496,352,669,"7,076",> 100%
Region,Region 6,All,2020-21,21,6.5,6,7.7,10.1,0,536,375,703,"6,988",> 100%
Region,Region 6,All,2020-21,22,6.4,5.9,7.1,8.7,6,495,287,616,"7,058",> 100%
Region,Region 6,All,2020-21,23,6.3,5.8,6.8,8.5,1,488,267,606,"7,164",> 100%
Region,Region 6,All,2020-21,24,6.2,5.7,7.5,9,2,543,273,653,"7,267",> 100%
Region,Region 6,All,2020-21,25,6.1,5.6,7,8.7,2,496,282,625,"7,161",> 100%
Region,Region 6,All,2020-21,26,6,5.5,6.6,8.6,2,470,295,614,"7,178",> 100%
Region,Region 6,All,2020-21,27,5.9,5.4,7.2,9,1,511,305,647,"7,150",> 100%
Region,Region 6,All,2020-21,28,5.8,5.4,8.2,10.7,2,605,413,793,"7,378",> 100%
Region,Region 6,All,2020-21,29,5.8,5.3,9.5,13.3,3,714,633,"1,002","7,519",> 100%
Region,Region 6,All,2020-21,30,5.7,5.3,10.9,16.1,3,884,919,"1,314","8,140",> 100%
Region,Region 6,All,2020-21,31,5.7,5.2,14.2,22.1,3,"1,226","1,546","1,908","8,641",> 100%
Region,Region 6,All,2020-21,32,5.7,5.2,17.7,28,2,"1,672","2,285","2,653","9,467",> 100%
Region,Region 6,All,2020-21,33,5.7,5.2,20.6,32.4,3,"2,098","2,873","3,293","10,177",> 100%
Region,Region 6,All,2020-21,34,5.7,5.2,22.6,35,7,"2,360","3,268","3,667","10,489",> 100%
Region,Region 6,All,2020-21,35,5.7,5.2,23.4,35.5,7,"2,482","3,353","3,770","10,616",> 100%
Region,Region 6,All,2020-21,36,5.7,5.3,21.6,33.8,4,"2,242","3,156","3,516","10,417",> 100%
Region,Region 6,All,2020-21,37,5.8,5.3,21.6,33.5,6,"2,171","2,988","3,380","10,088",> 100%
Region,Region 6,All,2020-21,38,5.8,5.4,20.8,31.2,5,"2,029","2,662","3,041","9,762",> 100%
Region,Region 6,All,2020-21,39,5.9,5.5,18.2,28.1,1,"1,708","2,281","2,636","9,386",> 100%
Region,Region 7,All,2020-21,40,5.9,5.3,8.7,17.4,0,274,433,546,"3,142",> 100%
Region,Region 7,All,2020-21,41,6,5.4,9.1,18,0,297,464,587,"3,267",> 100%
Region,Region 7,All,2020-21,42,6.1,5.5,10,18.5,0,321,477,598,"3,224",> 100%
Region,Region 7,All,2020-21,43,6.2,5.6,10.4,20.9,1,350,573,706,"3,375",> 100%
Region,Region 7,All,2020-21,44,6.4,5.7,11.3,22.7,1,379,617,764,"3,367",> 100%
Region,Region 7,All,2020-21,45,6.5,5.8,13,27.9,0,493,912,"1,057","3,795",> 100%
